1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
2121,0,0,3,0,4,1,0,0,6,6,0,0,0,2121,1,2,2,5,0,4,0,5,5,1,2,2,6,732,3,5,0,5,1,2007.0,2121,1,1,0,2,279,1,0,3,0,14450,4,107.0,3,0,20,3,315.0,1,0,5,16,98,5,9,2,0,1,1,5,6,142,1,8,2121,0,124,2006,2007,2007
847,1112,0,4,0,4,0,0,0,6,6,0,0,2,847,1,2,2,5,0,4,2,12,13,1,2,2,6,434,2,5,0,5,3,2004.0,1959,1,1,0,5,1129,1,2,3,0,11796,4,59.0,0,0,60,3,0.0,3,0,7,8,48,5,7,2,0,1,1,4,8,0,1,8,847,0,100,2004,2005,2007
1067,472,0,3,0,4,4,0,0,6,6,0,0,4,927,1,2,2,5,0,1,3,13,14,0,0,1,6,576,2,5,3,5,5,1995.0,1539,1,1,4,0,695,1,3,3,0,6120,0,51.0,3,0,50,4,0.0,3,0,4,3,0,6,5,2,0,1,1,4,8,0,1,5,927,0,112,1936,1950,2009
1268,0,0,2,0,4,4,540,0,3,6,0,0,4,728,1,2,2,5,0,4,3,6,6,1,2,1,6,244,1,5,0,5,1,1954.0,1268,0,1,2,2,369,1,3,3,0,7800,4,78.0,3,0,20,3,200.0,1,0,3,12,98,6,5,2,0,1,1,4,8,0,1,7,1268,0,0,1954,1954,2010
960,0,0,2,0,4,4,250,0,0,6,0,0,4,710,1,2,2,0,168,4,3,8,8,0,2,1,6,308,1,5,3,5,5,1997.0,960,0,1,2,2,1346,1,1,3,0,6000,4,50.0,3,0,30,4,0.0,3,0,7,17,0,4,4,2,0,1,3,4,8,0,1,5,960,0,0,1920,1950,2007
1097,0,0,3,0,4,4,0,0,6,6,0,0,2,1097,1,2,2,5,0,4,3,12,13,0,2,1,6,672,2,5,3,5,1,1995.0,1097,1,1,0,2,37,1,3,3,0,10859,0,112.0,3,0,20,3,0.0,3,0,6,5,64,5,5,2,0,1,1,4,8,0,1,6,1097,0,392,1994,1995,2009
880,888,0,2,0,4,2,390,0,5,6,0,0,2,490,0,2,2,5,0,4,3,13,14,2,0,1,6,320,2,5,3,5,5,1914.0,1768,1,2,1,4,736,1,3,3,0,10800,4,60.0,3,0,75,4,0.0,3,0,10,17,341,7,7,0,0,1,1,4,8,0,1,6,880,0,0,1914,1970,2006
1112,556,0,3,0,4,4,120,0,1,6,0,0,4,736,1,2,2,5,0,2,3,12,13,0,1,1,3,271,1,5,3,5,1,1950.0,1668,1,1,0,0,1412,1,3,3,0,9600,4,80.0,3,0,50,3,0.0,3,0,9,12,0,8,6,2,0,1,1,4,8,0,1,6,856,0,0,1950,2005,2009
1392,0,0,2,0,0,4,0,0,6,6,1,0,1,1392,1,2,2,5,240,4,3,13,14,2,1,1,1,576,2,5,2,5,1,1968.0,1392,0,1,2,2,663,1,3,3,0,13560,0,120.0,3,0,20,3,216.0,1,0,7,12,0,3,6,2,0,1,3,4,8,0,1,5,1392,0,0,1968,1968,2009
825,587,0,4,0,4,4,0,0,6,6,0,0,4,780,1,2,2,1,0,1,3,8,8,1,1,1,6,280,1,5,3,5,5,1939.0,1412,0,1,0,0,1286,1,3,3,0,6000,4,50.0,3,0,50,4,0.0,3,0,5,3,0,6,6,2,0,1,1,4,8,0,1,6,780,0,45,1939,1950,2009
1630,0,0,3,0,4,1,0,0,6,6,1,0,0,1622,1,2,2,5,0,4,2,12,13,1,2,2,6,860,3,5,2,5,1,2008.0,1630,0,1,0,2,1317,1,0,3,0,10226,4,61.0,0,0,20,3,270.0,4,0,1,5,42,5,8,2,0,1,1,4,8,0,1,8,1622,0,172,2008,2008,2009
1241,0,0,1,4,4,4,1106,0,2,6,1,0,2,135,1,2,2,5,0,4,2,12,13,0,2,1,6,569,2,5,0,5,1,2007.0,1241,1,1,0,2,978,1,2,3,0,4274,4,35.0,0,0,120,1,0.0,2,0,11,21,116,5,7,2,0,1,1,5,6,0,1,4,1241,0,0,2006,2007,2007
768,0,0,2,0,4,0,619,0,0,6,1,0,2,149,1,2,2,5,0,2,3,12,13,0,1,1,6,624,2,5,3,5,5,1987.0,768,0,1,0,6,548,1,3,3,0,7244,4,54.0,3,0,85,3,0.0,3,0,4,11,0,7,5,2,0,1,1,4,8,0,1,5,768,0,104,1970,1970,2007
1640,0,216,3,0,4,4,728,0,1,6,1,0,4,568,1,4,2,5,0,4,2,6,6,1,1,1,6,924,2,5,3,5,5,1993.0,1640,0,1,0,2,1162,1,2,2,0,14778,1,69.0,0,0,20,3,72.0,1,0,11,6,0,7,6,2,0,1,3,4,8,0,1,7,1296,0,108,1954,2006,2008
1419,0,0,2,0,4,0,945,0,2,6,1,0,2,474,1,2,2,5,0,4,2,8,8,1,2,2,6,567,2,5,2,5,1,2007.0,1419,0,1,0,2,689,1,2,1,0,8089,4,60.0,3,0,20,3,0.0,1,0,10,22,0,6,8,2,0,1,1,5,6,0,1,7,1419,0,140,2007,2007,2007
1200,0,0,3,2,1,1,1200,0,2,6,3,0,2,0,1,2,2,5,0,4,3,9,10,0,1,3,6,0,0,3,1,3,6,1980.0,1200,0,1,4,2,739,1,3,3,0,10800,4,60.0,3,0,90,3,0.0,3,0,3,7,0,5,5,2,0,1,1,2,8,0,1,5,1200,0,120,1987,1988,2009
725,754,0,4,0,4,4,626,0,0,6,1,0,4,99,1,2,2,5,0,4,3,6,6,0,1,1,6,484,2,5,0,5,1,1972.0,1479,1,1,2,5,192,1,2,3,0,7472,1,69.0,0,0,60,3,138.0,1,0,6,12,32,9,7,2,0,1,1,4,8,0,1,7,725,0,0,1972,2004,2007
1414,0,0,3,0,4,4,528,411,0,1,1,0,2,245,1,2,2,5,0,4,0,8,8,1,1,1,2,601,2,5,3,5,1,1990.0,1414,0,1,0,2,920,1,3,3,0,11029,0,87.0,0,0,20,3,0.0,3,0,5,12,51,8,6,2,0,1,3,4,8,190,1,6,1184,0,0,1958,2002,2008
624,720,0,4,0,4,4,0,0,6,6,0,0,4,624,0,2,2,5,96,4,3,0,0,0,0,1,6,513,3,1,3,1,5,1916.0,1344,0,1,1,5,457,1,3,3,0,4571,4,34.0,3,0,70,4,0.0,3,0,5,17,0,5,5,2,0,1,1,0,0,0,1,7,624,0,0,1916,1950,2008
1547,720,0,2,0,2,3,0,0,4,4,0,0,3,0,1,1,2,5,0,4,3,9,10,1,3,2,6,672,2,5,3,5,1,1979.0,2320,0,1,2,5,869,1,3,3,0,14762,0,69.0,1,53,60,3,0.0,3,0,5,8,144,6,5,1,0,1,1,4,8,0,1,7,0,0,120,1948,1950,2006
788,0,0,2,0,4,4,266,0,5,6,0,0,4,522,1,1,2,0,0,4,3,14,15,2,1,1,6,0,0,3,1,3,6,1980.0,788,0,1,4,2,394,1,3,3,0,7446,0,69.0,3,0,30,3,0.0,3,0,4,3,0,5,4,2,0,1,1,0,8,0,1,4,788,0,0,1941,1950,2006
855,586,0,3,3,4,4,311,0,0,6,0,0,4,544,1,2,2,5,0,4,3,9,2,1,1,2,6,440,2,5,3,5,1,1978.0,1441,1,1,4,5,676,1,3,3,0,2289,4,24.0,3,0,160,3,0.0,3,0,4,13,0,6,6,2,0,1,1,4,8,0,1,7,855,0,28,1978,1978,2009
864,0,0,2,0,4,4,612,0,5,6,0,0,4,252,1,2,2,5,0,4,3,13,14,0,1,1,6,300,1,0,3,0,5,2008.0,864,0,1,0,2,761,1,3,3,0,9100,4,70.0,3,0,20,3,0.0,3,450,10,12,0,6,6,2,0,1,3,4,8,0,1,5,864,0,0,1959,1959,2009
864,0,0,3,0,4,4,616,0,0,6,0,0,4,248,1,2,2,5,0,4,3,6,6,0,2,1,6,528,2,5,3,5,5,1974.0,864,0,1,4,2,1437,1,3,3,0,9000,2,60.0,3,0,20,3,0.0,3,0,5,12,0,6,4,2,0,1,1,4,8,0,1,5,864,0,0,1971,1971,2007
1776,0,0,4,2,4,4,0,0,6,6,1,0,4,1584,1,2,2,5,0,4,3,12,13,0,1,2,6,888,3,5,3,5,5,1968.0,1776,0,1,4,2,729,2,3,3,0,11475,0,85.0,3,0,90,3,95.0,1,0,7,12,25,5,5,2,0,1,1,0,0,0,1,9,1584,0,0,1958,1958,2009
1056,0,0,3,0,4,4,775,0,1,6,1,0,4,281,1,2,2,5,184,4,3,12,13,1,1,1,6,304,1,5,3,5,1,1968.0,1056,0,1,0,2,420,1,3,3,0,8450,4,65.0,3,0,20,3,0.0,3,0,7,12,85,6,5,2,0,1,1,4,8,0,1,6,1056,0,0,1968,1968,2010
904,0,0,1,0,3,1,350,0,1,6,1,0,1,333,0,2,2,0,0,1,1,13,14,0,0,0,0,0,0,3,1,3,6,1980.0,904,1,1,2,2,376,1,1,2,2,10020,4,69.0,0,0,30,3,0.0,3,0,3,7,0,1,1,2,0,1,1,4,8,0,1,4,683,0,0,1922,1950,2009
1478,0,0,2,0,4,0,578,0,2,6,1,0,0,892,1,2,2,5,0,4,0,8,8,1,2,2,6,484,2,5,0,5,1,2009.0,1478,1,1,0,2,413,1,2,3,0,4403,4,69.0,1,0,20,1,432.0,4,0,6,21,144,5,7,2,0,1,1,5,6,0,1,7,1470,0,0,2009,2009,2010
840,765,0,3,0,4,4,0,0,6,6,0,0,1,840,0,2,2,5,202,2,2,12,13,0,1,2,6,379,1,5,3,5,5,1915.0,1605,0,1,2,5,75,2,3,3,0,5790,0,60.0,3,0,50,4,0.0,3,0,5,17,0,6,3,2,0,1,2,4,8,0,1,8,840,0,0,1915,1950,2010
882,908,0,3,0,4,4,633,0,2,6,1,0,2,240,1,2,2,5,0,4,2,12,13,0,2,2,6,588,2,5,2,5,1,1999.0,1790,1,1,0,5,1367,1,2,3,0,9179,4,68.0,0,0,60,3,158.0,1,0,6,5,88,5,7,2,0,1,1,0,8,0,1,7,873,0,0,1999,1999,2008
1088,780,0,4,0,4,4,381,0,0,6,1,0,4,399,1,4,2,5,0,2,3,9,10,1,1,2,6,484,2,5,3,5,1,1976.0,1868,1,1,0,5,1142,1,2,3,0,10304,1,69.0,0,0,60,3,44.0,1,0,10,14,96,7,5,2,0,1,1,4,8,0,1,9,780,0,448,1976,1976,2009
672,546,0,3,3,4,4,356,0,1,6,0,0,4,316,1,2,2,5,0,4,3,6,6,0,1,1,6,264,1,5,3,5,5,1973.0,1218,1,1,4,5,501,1,3,3,0,1890,4,21.0,3,0,160,4,285.0,1,0,5,2,28,5,6,2,0,1,1,4,8,0,1,7,672,0,144,1973,1973,2007
2084,0,0,2,0,4,0,1636,0,2,6,1,0,0,442,1,4,4,5,0,4,0,5,5,1,2,2,6,1220,3,5,0,5,1,2007.0,2084,0,1,0,2,826,1,0,3,0,14803,4,114.0,3,0,20,3,816.0,1,0,6,16,45,5,10,2,0,1,3,5,6,0,1,7,2078,0,188,2007,2008,2008
855,601,0,3,3,4,4,566,0,0,6,0,0,2,289,1,2,2,5,0,4,3,9,2,1,1,2,6,440,2,5,3,5,1,1976.0,1456,1,1,4,5,196,1,3,3,0,2280,2,24.0,3,0,160,3,0.0,3,0,7,13,0,6,6,2,0,1,1,4,8,0,1,7,855,0,87,1976,1976,2009
1256,0,0,3,0,4,4,830,290,1,3,1,0,4,136,1,2,2,5,0,4,2,6,6,0,1,1,6,276,1,5,0,5,1,1965.0,1256,1,1,2,2,1460,1,3,3,0,9937,4,75.0,3,0,20,3,0.0,3,0,6,7,68,6,5,2,0,1,1,4,8,0,1,6,1256,0,736,1965,1965,2008
807,702,0,3,0,4,4,457,0,2,6,1,0,2,326,1,2,2,5,0,4,2,12,13,1,2,2,6,393,2,5,0,5,1,2002.0,1509,1,1,0,5,617,1,2,3,0,7861,4,69.0,0,0,60,3,0.0,3,0,6,8,75,5,6,2,0,1,1,4,8,0,1,7,783,0,100,2002,2003,2006
1436,884,0,3,0,4,4,774,150,0,3,1,0,4,104,1,2,2,5,0,4,3,13,14,1,1,2,6,180,1,5,3,5,5,1945.0,2320,1,1,0,5,115,1,2,3,1,7259,4,61.0,0,0,70,3,0.0,3,0,7,6,0,8,6,2,0,1,2,4,8,0,1,9,1028,0,224,1945,2002,2007
1370,1254,0,4,0,4,4,1128,0,1,6,1,0,2,242,0,1,2,0,0,4,3,13,12,1,0,2,6,864,3,5,3,5,5,1918.0,2624,1,2,4,5,418,1,3,3,0,22420,4,86.0,0,0,70,3,0.0,3,0,11,6,0,6,6,0,0,1,3,4,8,0,1,10,1370,0,0,1918,1950,2007
780,595,0,3,0,4,4,0,0,6,6,0,0,4,780,1,2,2,5,0,2,3,13,14,1,2,1,6,544,1,5,3,5,5,1979.0,1375,1,1,4,0,602,1,2,0,0,9000,4,50.0,3,0,50,4,0.0,3,0,12,9,162,6,6,1,0,1,1,4,8,126,1,6,780,0,0,1937,1950,2007
1095,0,0,2,1,4,1,513,0,0,6,1,0,4,75,1,2,2,5,0,1,3,6,6,0,1,1,6,264,1,5,2,5,1,1958.0,1095,0,1,4,7,970,1,3,3,0,10382,4,75.0,3,0,190,3,105.0,1,0,3,12,0,5,6,2,0,1,3,4,3,0,1,6,588,0,0,1958,1958,2006
1272,928,0,4,2,4,4,1084,0,0,6,2,0,4,188,1,1,2,5,0,4,3,8,8,0,1,2,6,0,0,3,1,3,6,1980.0,2200,2,1,2,0,922,2,3,3,0,8777,4,67.0,3,0,90,3,0.0,3,0,9,7,70,7,5,0,0,1,1,4,8,0,1,9,1272,0,0,1900,2003,2008
1494,0,0,3,0,4,2,922,0,2,6,1,0,2,572,1,2,2,5,0,4,2,12,13,1,2,2,6,530,2,5,2,5,1,2002.0,1494,0,1,0,2,605,1,2,3,0,12803,4,88.0,0,0,20,3,99.0,1,0,9,5,36,5,7,2,0,1,1,4,8,0,1,6,1494,0,192,2002,2002,2008
796,550,0,2,0,4,4,0,0,6,6,0,0,1,560,0,2,2,5,0,4,3,8,6,0,1,1,3,384,1,5,3,1,5,1950.0,1346,1,1,2,5,1449,1,3,3,0,11767,4,70.0,3,0,50,3,0.0,3,0,5,7,24,7,4,2,0,1,1,4,8,0,1,6,560,0,168,1910,2000,2007
990,0,0,3,0,4,4,588,0,2,6,1,0,2,402,1,2,2,5,0,4,3,12,13,0,2,1,6,0,0,3,1,3,6,1980.0,990,0,1,0,2,90,1,3,3,0,8070,4,60.0,3,0,20,3,0.0,3,0,8,5,0,5,4,2,0,1,1,4,8,0,1,5,990,0,0,1994,1995,2007
1307,1051,0,5,0,4,4,0,0,6,6,0,0,4,907,1,2,2,5,0,4,3,13,14,1,0,3,6,360,2,5,3,1,5,1908.0,2358,0,1,4,0,849,1,3,0,0,45600,4,75.0,1,0,50,3,0.0,3,0,9,4,40,8,6,2,0,1,1,4,8,175,1,10,907,0,486,1908,1997,2008
833,0,0,2,0,4,4,415,0,5,6,0,0,4,418,1,2,2,5,0,2,3,8,8,0,1,1,6,326,1,5,3,5,5,1955.0,833,0,1,0,2,1115,1,2,3,0,5400,4,90.0,3,0,20,3,0.0,3,0,8,17,0,7,5,2,0,1,1,4,8,0,1,4,833,0,0,1954,2000,2006
1133,1349,0,4,0,1,1,0,0,6,6,0,0,2,1094,1,2,2,5,0,4,2,12,13,1,2,2,6,642,3,5,0,5,3,2005.0,2482,1,1,0,5,1396,1,2,3,0,12665,4,88.0,0,0,60,3,245.0,1,0,2,23,39,5,8,2,0,1,3,4,8,0,1,9,1094,0,144,2005,2006,2007
1038,1060,0,3,0,4,2,0,0,6,6,0,0,2,1030,1,2,2,5,0,4,2,12,13,1,2,2,6,878,3,5,2,5,1,2005.0,2098,1,1,2,5,754,1,0,3,0,10240,4,80.0,3,0,60,3,178.0,1,0,3,16,52,5,8,2,0,1,1,4,8,0,1,8,1030,0,192,2005,2005,2006
899,0,0,3,0,4,4,450,0,0,6,0,0,4,414,1,2,2,5,0,4,3,6,6,0,2,1,6,288,1,5,0,5,1,1967.0,899,0,1,0,2,499,1,2,3,0,7800,4,65.0,3,0,20,3,89.0,1,0,6,19,0,7,5,2,0,1,3,4,8,0,1,5,864,0,64,1967,2004,2009
1182,1142,0,4,0,4,4,998,0,2,6,1,0,0,177,1,2,2,5,0,4,0,14,15,2,2,3,6,736,3,5,0,5,3,2005.0,2324,0,1,0,5,12,1,0,3,0,11924,4,85.0,0,0,60,3,286.0,4,0,7,16,21,5,9,2,0,1,3,5,6,0,1,11,1175,0,147,2005,2006,2006
894,0,0,2,0,4,0,777,0,5,6,0,0,4,117,1,2,2,5,0,4,3,8,8,0,1,1,6,600,2,5,2,5,5,1985.0,894,0,1,4,2,397,1,3,2,0,7200,4,60.0,3,0,20,3,0.0,3,0,9,5,0,5,5,2,0,1,3,4,8,0,1,6,894,0,215,1972,1972,2009
1575,0,0,2,4,4,4,430,0,2,6,1,0,2,1145,1,2,2,5,52,4,2,9,7,0,2,2,6,529,2,5,2,5,1,1992.0,1575,0,1,2,2,285,1,2,3,0,8012,4,50.0,3,0,120,3,0.0,3,0,7,20,0,5,6,2,0,1,1,4,8,0,1,5,1575,0,0,1992,1992,2007
848,0,0,1,4,4,1,697,0,2,6,1,0,2,151,1,2,2,5,0,4,2,12,13,1,2,1,6,420,2,5,2,5,1,2004.0,848,0,1,0,2,691,1,2,3,0,4426,4,69.0,3,0,120,4,147.0,1,0,5,5,0,5,6,2,0,1,1,4,8,0,1,3,848,0,149,2004,2004,2008
815,875,0,3,0,4,4,0,0,6,6,0,0,4,815,1,2,2,5,330,4,3,8,8,1,0,1,6,225,1,5,3,5,5,1916.0,1690,0,1,0,4,1198,1,3,0,0,8850,0,65.0,0,0,75,4,0.0,3,0,7,17,0,6,7,2,0,1,1,4,5,0,1,7,815,0,0,1916,1950,2006
925,550,0,4,4,4,4,548,173,0,5,0,0,4,36,1,2,2,5,0,4,3,5,5,1,2,2,6,336,1,5,2,5,1,1977.0,1475,0,1,0,5,1368,1,3,3,0,2665,4,41.0,3,0,160,4,0.0,3,0,7,10,26,6,5,2,0,1,1,4,8,0,1,6,757,0,104,1977,1977,2006
1362,0,0,2,4,4,0,20,0,0,6,0,0,2,1342,1,2,2,5,0,4,2,12,13,1,2,2,6,460,2,5,2,5,1,2005.0,1362,0,1,0,2,690,1,2,3,0,7577,0,61.0,0,0,120,3,256.0,4,0,6,16,28,5,6,2,0,1,1,4,8,0,1,6,1362,0,192,2005,2006,2007
1456,0,0,2,4,4,1,0,0,6,6,0,0,2,1273,1,2,2,5,0,4,2,12,13,1,2,2,6,400,2,5,0,5,1,2003.0,1456,0,1,0,2,852,1,2,3,0,3196,4,69.0,3,0,120,3,40.0,1,0,5,0,20,5,8,2,0,1,1,4,8,0,1,7,1273,0,143,2003,2003,2006
1392,1070,168,4,0,4,2,57,0,2,6,1,0,2,1335,1,2,2,5,0,4,2,12,13,1,2,2,6,576,2,5,2,5,1,2006.0,2462,1,1,0,5,160,1,2,1,0,19378,0,134.0,0,0,60,3,456.0,1,0,3,8,132,5,7,2,0,1,1,5,6,0,1,9,1392,0,239,2005,2006,2006
983,813,0,4,0,4,4,400,0,1,6,1,0,4,380,1,2,2,5,0,4,3,6,6,1,1,1,6,483,2,5,2,5,1,1963.0,1796,1,1,4,5,896,1,3,3,0,7056,4,71.0,3,0,60,3,415.0,1,0,10,12,50,5,6,2,0,1,3,4,8,0,1,8,780,0,0,1963,1963,2008
842,630,0,3,0,4,2,0,0,6,6,0,0,4,702,1,2,2,5,84,4,3,12,13,0,2,1,6,250,1,1,3,5,5,1925.0,1472,0,1,2,0,1193,1,2,3,0,9600,4,60.0,3,0,50,4,0.0,3,0,7,17,0,8,5,1,0,1,2,4,8,0,1,6,702,0,0,1925,1994,2007
1604,0,0,3,0,4,4,1334,0,2,6,1,0,2,270,1,2,2,5,0,4,2,12,13,1,2,2,6,660,2,5,2,5,1,2006.0,1604,1,1,0,2,258,1,2,3,0,8814,4,68.0,3,0,20,3,180.0,4,0,3,5,110,5,7,2,0,1,1,0,8,0,1,8,1604,0,123,2006,2006,2009
1619,167,0,3,1,4,1,1249,147,0,1,2,0,4,103,1,2,2,5,0,4,3,9,10,2,1,2,6,529,2,5,0,5,1,1965.0,1786,0,1,0,0,336,1,3,1,2,164660,0,69.0,0,0,190,3,0.0,3,700,8,23,0,6,5,2,0,1,1,4,8,0,0,7,1499,0,670,1965,1965,2008
1661,0,0,3,0,4,0,831,0,1,6,1,0,4,161,1,2,2,5,0,4,3,0,0,1,1,1,6,377,1,5,2,5,3,1955.0,1661,0,1,2,7,1372,1,2,3,0,9600,4,80.0,3,0,80,3,0.0,3,0,10,12,28,6,6,2,0,1,3,4,8,178,1,8,992,0,0,1955,1996,2008
630,0,0,1,4,4,0,509,0,2,6,1,0,2,121,1,2,2,5,0,4,3,5,5,0,1,1,6,286,1,5,3,5,1,1970.0,630,0,1,4,6,1040,1,3,3,0,1477,4,21.0,3,0,180,4,0.0,3,0,4,10,0,4,4,2,0,1,1,4,8,0,1,3,630,0,0,1970,1970,2009
2020,0,0,3,0,4,4,1436,0,2,6,1,0,0,570,1,2,2,5,0,4,0,5,5,1,1,2,6,900,3,5,0,5,1,2009.0,2020,1,1,0,2,516,1,0,3,0,12220,4,94.0,3,0,20,3,305.0,1,0,9,16,54,5,10,2,0,1,3,5,6,0,1,9,2006,0,156,2009,2009,2009
810,855,0,3,0,4,4,643,0,2,6,1,0,2,167,1,2,2,5,0,4,2,12,13,0,2,2,6,528,2,5,0,5,1,2001.0,1665,1,1,0,5,1016,1,2,3,0,8400,4,70.0,3,0,60,3,0.0,3,0,11,14,45,6,8,2,0,1,1,4,8,0,1,6,810,0,0,2001,2001,2009
1836,0,0,3,0,4,4,24,0,2,6,0,0,2,1836,1,2,2,5,0,4,2,12,13,1,2,2,6,484,2,5,0,5,1,2004.0,1836,0,1,0,2,769,1,2,3,0,9100,4,70.0,3,0,20,3,0.0,3,0,10,5,33,5,7,2,0,1,3,4,8,0,1,8,1860,0,120,2004,2005,2006
1378,994,0,4,0,4,4,0,0,6,6,0,0,4,994,0,2,2,5,0,4,3,13,14,0,4,2,3,432,1,5,2,5,1,1985.0,2372,0,1,4,5,1293,2,3,3,0,6600,0,60.0,3,0,70,4,0.0,3,0,12,17,287,4,5,2,0,1,1,4,8,0,1,11,994,0,0,1892,1965,2009
1301,0,0,2,0,4,2,405,0,3,6,0,0,4,740,1,1,2,5,0,4,3,13,14,0,2,1,2,440,2,5,3,5,5,1965.0,1301,0,1,4,2,762,1,1,3,0,6911,2,60.0,3,0,30,4,0.0,3,0,10,3,0,5,5,2,0,1,1,4,8,0,1,5,1145,0,0,1924,1950,2009
1240,0,0,2,0,4,0,0,0,6,6,0,0,2,1240,1,2,2,5,0,4,2,12,13,0,2,2,6,826,3,5,2,5,1,2006.0,1240,0,1,0,2,1075,1,2,3,0,8556,4,74.0,3,0,20,3,0.0,3,0,5,5,93,5,7,2,0,1,1,4,8,0,1,5,1240,0,140,2006,2006,2007
1244,0,0,3,0,4,4,777,0,5,6,0,0,4,467,1,1,2,0,0,4,3,12,13,2,1,1,6,336,1,5,3,5,1,1957.0,1244,1,1,0,2,522,1,3,3,0,11988,0,90.0,0,0,20,3,0.0,3,0,5,12,40,6,6,2,0,1,1,4,8,0,1,6,1244,0,0,1957,1957,2007
1795,0,0,3,0,4,4,0,0,6,6,0,0,2,1777,1,2,2,5,0,4,2,12,13,1,2,2,6,534,2,5,2,5,1,2002.0,1795,0,1,0,2,23,1,2,3,0,9742,4,75.0,3,0,20,3,281.0,1,0,9,5,159,5,8,2,0,1,3,4,8,0,1,7,1777,0,171,2002,2002,2008
1167,0,0,3,0,4,4,560,0,2,6,1,0,2,598,1,2,2,5,0,4,3,6,6,0,2,2,6,400,2,5,2,5,1,1992.0,1167,0,1,2,2,357,1,2,3,0,9248,4,69.0,0,0,20,3,106.0,1,0,7,8,26,6,6,2,0,1,1,4,8,0,1,6,1158,0,120,1992,1992,2009
1578,0,0,3,0,4,4,0,0,6,6,0,0,2,1573,1,2,2,5,0,4,2,5,5,1,2,2,6,840,3,5,0,5,1,2008.0,1578,0,1,0,2,1452,1,0,3,0,9262,4,78.0,3,0,20,3,194.0,4,0,5,21,36,5,8,2,0,1,1,5,6,0,1,7,1573,0,0,2008,2009,2009
993,915,0,4,0,4,4,0,0,6,6,0,0,2,967,1,2,2,5,0,4,2,12,13,0,2,2,6,431,2,5,0,5,1,2002.0,1908,1,1,0,5,341,1,2,3,0,14191,4,85.0,3,0,60,3,0.0,3,0,4,23,0,5,8,2,0,1,1,4,8,0,1,9,967,0,135,2002,2002,2010
1088,110,0,4,0,4,4,0,0,6,6,0,0,4,901,1,1,2,5,0,4,3,8,8,0,0,1,6,0,0,3,1,3,6,1980.0,1198,0,1,2,0,432,1,3,0,0,5586,4,60.0,0,0,50,4,0.0,3,0,9,17,98,7,6,0,0,1,1,0,3,0,1,7,901,0,0,1920,1998,2008
1976,0,0,2,0,4,1,1350,0,2,6,1,0,0,626,1,2,2,5,0,4,2,12,13,1,2,2,6,908,3,5,2,5,1,2006.0,1976,0,1,0,2,474,1,2,3,0,14977,4,110.0,0,0,20,3,304.0,1,0,7,16,63,5,8,2,0,1,1,5,6,0,1,7,1976,0,250,2006,2007,2007
810,518,0,3,0,4,4,0,0,6,6,0,0,4,686,0,2,2,5,60,4,3,8,8,0,1,1,6,210,1,5,3,5,5,1940.0,1328,0,1,1,5,218,1,3,3,0,9906,4,57.0,3,0,70,4,0.0,3,0,9,17,172,4,4,2,0,1,1,3,8,0,1,8,686,0,0,1925,1950,2006
1268,0,0,3,0,1,0,196,0,0,6,0,0,2,1072,1,2,2,5,0,4,3,6,10,0,1,1,6,252,1,5,3,5,5,1978.0,1268,1,1,4,2,912,1,2,3,1,9286,1,69.0,0,0,20,3,0.0,3,0,10,5,0,7,5,2,0,1,1,4,8,0,1,5,1268,0,173,1977,1989,2009
625,625,0,2,4,4,4,0,0,6,6,0,0,2,625,1,2,2,5,0,4,2,8,8,0,2,2,6,625,2,5,0,5,5,2006.0,1250,1,1,0,5,1173,1,2,3,0,4017,4,35.0,0,0,160,1,0.0,3,0,3,21,54,5,7,2,0,1,1,4,8,0,1,5,625,0,0,2006,2007,2008
1664,0,0,4,2,2,3,0,0,4,4,0,0,3,0,0,2,2,5,0,4,3,1,1,0,1,2,6,0,0,3,1,3,6,1980.0,1664,0,1,4,2,1012,2,3,3,0,9825,4,75.0,3,0,90,3,0.0,3,0,5,7,0,5,5,2,0,1,3,4,8,0,1,8,0,0,0,1965,1965,2010
708,708,0,3,0,4,4,404,0,0,6,0,0,4,304,1,2,2,5,0,4,3,6,6,1,1,2,6,776,2,5,2,5,1,1968.0,1416,1,1,2,5,1421,1,3,3,0,11700,0,90.0,3,0,60,3,420.0,1,0,5,14,169,6,6,2,0,1,1,4,8,119,1,7,708,0,0,1968,1968,2006
